@relation imdb-sentiment-2011-weka.filters.unsupervised.instance.Resample-S1-Z50.0-weka.filters.unsupervised.instance.Resample-S1-Z10.0-no-replacement-V-weka.filters.unsupervised.instance.Resample-S1-Z10.0-no-replacement-V

@attribute Text String
@attribute reviewLaenge NUMERIC
@attribute satzZeichenAnzahl NUMERIC
@attribute informationsDichte NUMERIC
@attribute class-att {pos,neg}

@data
'doomed notgood fake useless insignificant ',432,15,0.09722222222222222,neg
'freak unknown sarcastic better like great believable right dreadful confident funny hot good worrying sketchy superb improve dark creepy unfriendly gain confidence proud ',1956,15,0.0869120654396728,pos
'love like rich goofy precious crashed depression break ',764,8,0.07198952879581152,pos
'fantastic darker notwise notcrude like liked enjoy humor didnt like like respectful ridicule like cool ',773,8,0.1332470892626132,pos
'suffering bereavement break 1 2 revolutionary 3 illegal atrocities disillusioned protest notregrettably silly sensible heroine desperately excuse appreciate ludicrous excuse parody rip-off killing stereotype divine right right educated well contribution helping cynical well 3 ',2005,107,0.13815461346633418,neg
'good love notlike leads wrinkle embarrassing happy love squirm ',648,4,0.09722222222222222,neg
'love notlove sweet good dying fall instantly love delight bright won pretty good goofy well funny charming ',972,13,0.11008230452674897,pos
'delicate beautiful delicate extraordinarily tension excitement conservative 1 notsuperb odd challenging ',870,7,0.11954022988505747,pos
'dead brilliant notnotissues killing murder death penalty spiritual dont ',326,6,0.22085889570552147,pos
'cheap tired like soft died cheating doubt tired bad ',864,18,0.06018518518518518,neg
'... good improvement painfully doubt nice notworth destroyer better doubt ',1214,19,0.060955518945634266,neg
'hilarious hilarious best offensive appalling utterly sick dont haunt warned like beg crazy outrageous life-threatening revolting notsickening frightening notflirt death entertaining notloved like guidance brilliant helped crazy funny great incorrect degrading wrong nothilarious wont hard disturbing enjoy ',3112,25,0.09832904884318766,pos
'good hurts incredible ugly notsad notspiteful impressive dont better win clearly better wins torment well renewed competitive awards exceptionally troubles love strong strong classic perfectly talent straightforward twists desperately talents ',3267,25,0.0743801652892562,pos
'worst problem intelligent fails atrocious best good intense mistress dont ',651,11,0.11367127496159754,neg
'explosive shock futuristic impossible recommended indiscriminate dont hot refined ',838,6,0.09785202863961814,pos
'isolated death relief trendy skinny unfortunately killed evil phony killer sufficiently great worked frightening better monster better scare ',1233,17,0.11435523114355231,neg
'better like right dissent undermines convincing important ',1091,14,0.05316223648029331,pos
'worst talent worked willing terrible divine recommend funny wont crap poor unsuspecting slut embarrass humiliate poor worst like fabulous happily ',1152,10,0.1267361111111111,neg
'inevitable unfortunately worst problem ease succeeding suffers fall trap top mistake nonexistent good efficient falls hollow success disappointing ',1719,21,0.08551483420593368,neg
'likes hero great great notdeath likable worth ',648,14,0.07098765432098765,pos
'smart good romantic crude important smash top incomparably filthy nasty smart plot strangely shameless easy like unnecessary problem horrible disgusting romantic pure like easiest hated love like naughty sad work notcheap stupid well stealing 2 plot cool loves loves tacky dirty mawkish sorry smiling sh*t slack win like good better assure smart stupid smart witty 2 well plot crude humor ',3810,50,0.1020997375328084,neg
'enjoyable homage beauty noteworthy well-known important plot beautiful beautiful twist tension excitement talented beautiful led beauty leading famed notwell ',1465,11,0.10784982935153584,pos
'love terribly stale like didnt fast positive killing hilarious notdying skeletons squirm boring stale didnt hate notworth notgood 10 better fat ',1444,34,0.0997229916897507,neg
'dead innovative productive prize dead trouble risk forbidden work intelligence humor absurdity happy appreciated forbidden ',1208,14,0.10182119205298014,pos
'killer fun fame supported lame cheap unfunny prison hero fuzzy ',655,16,0.09618320610687023,neg
'enjoyed joy disliked modesty slow notenough tension faithful like modesty enjoy faults suspect ',841,11,0.11296076099881094,pos
'sucks like love love well hot work fresh sleazy like right likes bad good like like novelty killed worst ',1094,24,0.09597806215722121,neg
'great great appealing great dont incredulously notguilty pleasure available great best bitchy ',1003,12,0.09371884346959122,pos
'better proves like like notbad love worth 7/10 ',692,11,0.06791907514450866,pos
'excellent murder effectively naive fine excellent classic sinister fortune wonderful fame sinister despair obscure fortunately not',854,7,0.1522248243559719,pos
'8 award winning good easy easier break confused didnt plot favorite misunderstood good great well enough unnecessary limited like plot revenge beautiful die beautiful menial work amazingly impressed like appreciate great pretty needless pleased unsure offend shady lighter good suffer evil misguided modern ',2921,21,0.10510099281068128,pos
'good interesting shake dread glad pleased regret worrying intriguing enough well prison like erase like good great better worth good ',925,7,0.1437837837837838,pos
'bad like good reasonably good falls murder stolen mystery grace good scared pretty decent like straining like like weaker worst worst ',1280,15,0.1046875,neg
'wasting precious earnest ardent cheap bothered best great wonderful wonderful dedicated well stellar brutally raped plot suicidal brutal rape correct wrong promises like loses denied imaginative work solid neat quiet dont breaks notwell ',2666,32,0.08889722430607652,pos
'good pretty reasonable problems bad kill notbad bad poorly convincingly delay killing absurd notridiculous hung breaks bad bad killed sad ',1213,21,0.11376751854905194,neg
'lie miracle realistic likes ',860,7,0.03255813953488372,pos
'utterly nothard slower masterful notchallenging deserving award won ',406,7,0.16748768472906403,pos
'liked suck notsorry bad notcredible entertaining notgreat great great ',748,19,0.09358288770053476,neg
'good works unexpected bizarre funny easy interesting worth brave conflicting notclearly dont notabundant successfully unfortunately problem conflicts hard frustrating hard notright meaningful strong unable recommend ',2126,22,0.10159924741298212,neg
'interesting obscure glorious well well wonderful nervous disorder worrying notworn worn fresh dirty clever likes beautiful beauty beauty attractive good not',1807,28,0.08633093525179857,pos
'sharp limit excellent fantastic sharp excellent bad excels detestable lighter nottop work perfectly gripe enough excellent sharp classy notregret ',1012,10,0.1442687747035573,pos
'perfect pretty works sarcasm happy dont great like better evil dead brilliant panic like pretty enjoyed ruthless tragic admirably enough funny arrogant sardonic condescending bizarre enjoyable ',1554,11,0.1241956241956242,pos
'like good dont fool horrible notlove awful right good good 2 horrible good disappointment good ',713,9,0.1332398316970547,neg
'bad horrible awful fake ridiculous dungeons terrible dungeons pure hate like 2 stupid stupid 2 fake bad bad bad notrecommend bad ',842,68,0.15320665083135393,neg
'popular notregard well well consistently correct better badly perfect issues crude perfectly loved like stronger correct nottarnished nicely plot limited productive like harmony picky faults disappointed crisis shake ',2871,35,0.07558342041100662,pos
'peace neglect notnotrevelation passion advanced love ready 2 3 breaks vulgar love absurd discordant 7/10 ',1430,19,0.07342657342657342,pos
'sucker good qualify good plot poor plot bad ',367,4,0.11989100817438691,neg
'notconfused decent cheap rip-off bad loud worse fortunately notpoor worse poorly ',655,10,0.12366412213740458,neg
'worst 10 10 bad ',553,8,0.028933092224231464,neg
'liked desert mastery lack disappoint admirer work lack dont like split notconfusing boiling dangerous mesmerizing bizarre terribly leads fair enough right disastrous disillusionment infamous didnt problem empathize doubts fears well astounding notlike love master sweet crushing surreal best one-sided genius boring boring notnotright ',4393,29,0.07625768267698611,pos
'*** *** hard not',517,4,0.030947775628626693,pos
'plot surreal reputation best unfortunately awful plot rubbish dull boring difficulty good good surreal positive talented classic trash like recommend interesting ',1209,7,0.13399503722084366,neg
'worst offensive crap love ignore stuck pathetic excuse funny pretty better hard liking break wrong scam notworked freaking freaking sucks sucks worse ',903,10,0.16611295681063123,neg
'great like limited like modern quibble plot proper plot appeal enjoyable important classic issue complains complaints limited good like notdisagree blatant posturing like notnotnotnottreasure great limited notoverwhelmed ',2221,20,0.0995047276001801,pos
'bad good entertaining perfect crime perfectly stressful like good hard notnotexcitement ',702,14,0.12535612535612536,pos
'incredible leads plot twist utterly profound unaccustomed amazing ************* complaint weak missed struggle ',822,8,0.13503649635036497,pos
'garbage motley goof sack significant wow worst terrible cry stealing cannibal like ravage worst pretty attacks notredeeming lengthy sadly fair exploitation recommend trash notgood bad trash nasty not',1894,16,0.10506863780359028,neg
'solid available spoil winner good confess love bad ',932,19,0.05472103004291846,neg
'enthusiastic excelled unbelievably dreadful woefully mad bad dangerous nottawdry fiery hero struggle limp notnotnotboredom better lost ',1093,13,0.12351326623970722,neg
